day,stage,motor_b,throttle,throttle_name,price,ema30,p_kash,price_over_pkash,supply,tokens_burned_total,vault_core_usd,vault_sociedad_usd,r_op_usd,burned_total_usd,recirculated_total_usd,staking_total_usd,om_total_usd,deferred_queue_usd,fee_total_usd,users,buy_pressure,sell_pressure,lp_depth_usd,burn_cap_hit,jaguar_lock_hit
81,1,0,1,NORMAL,0.00789656750066908,0.007633841199133804,0.0006847176364694687,11.532589610785037,8113936209.065292,1886063790.9347076,5564252.88133,2400221.107043,3279.806262,7938000.0,0.0,3402000.0,3402000.0,0.0,280000.0,0.0,140000.0,256288.97987052723,300000.0,False,False
82,1,0,1,NORMAL,0.007908645485983003,0.007651570507962785,0.0006942428168017252,11.391757025901935,8101544706.604638,1898455293.395362,5633041.929131,2430087.061775,3360.826748,8036000.0,0.0,3444000.0,3444000.0,0.0,280000.0,0.0,140000.0,256288.97988402823,300000.0,False,False
83,1,0,1,NORMAL,0.007920741944771404,0.007668936407111728,0.0007037958182169485,11.25431799927205,8089172128.292743,1910827871.7072573,5701833.285606,2459958.744225,3442.836665,8134000.0,0.0,3486000.0,3486000.0,0.0,280000.0,0.0,140000.0,256288.97989351305,300000.0,False,False
84,1,0,1,NORMAL,0.007932856905315701,0.007685963536028114,0.0007133767039829226,11.120151332423669,8076818445.228785,1923181554.7712154,5770626.950832,2489836.155491,3525.836047,8232000.0,0.0,3528000.0,3528000.0,0.0,280000.0,0.0,140000.0,256288.97990017637,300000.0,False,False
85,1,0,1,NORMAL,0.007944990395932919,0.007702674946344554,0.000722985537496577,10.989141530331837,8064483628.556109,1935516371.4438906,5839422.924886,2519719.296671,3609.824927,8330000.0,0.0,3570000.0,3570000.0,0.0,280000.0,0.0,140000.0,256288.97990485755,300000.0,False,False
86,1,0,1,NORMAL,0.007957142444978015,0.007719092204320907,0.0007326223822844844,10.861178469822097,8052167649.462151,1947832350.5378494,5908221.207847,2549608.168864,3694.803338,8428000.0,0.0,3612000.0,3612000.0,0.0,280000.0,0.0,140000.0,256288.9799081462,300000.0,False,False
87,1,0,1,NORMAL,0.007969313080845529,0.007735235486677334,0.000742287302002491,10.736157090854809,8039870479.17836,1960129520.82164,5977021.799791,2579502.77317,3780.771314,8526000.0,0.0,3654000.0,3654000.0,0.0,280000.0,0.0,140000.0,256288.97991045655,300000.0,False,False
88,1,0,1,NORMAL,0.007981502331970761,0.007751123670244652,0.0007519803604365846,10.613977108839467,8027592088.980132,1972407911.019868,6045824.700796,2609403.110688,3867.728887,8624000.0,0.0,3696000.0,3696000.0,0.0,280000.0,0.0,140000.0,256288.97991207967,300000.0,False,False
89,1,0,1,NORMAL,0.00799371022683064,0.007766774415830845,0.000761701621502773,10.494542746357459,8015332450.186739,1984667549.813261,6114629.910939,2639309.182517,3955.676091,8722000.0,0.0,3738000.0,3738000.0,0.0,280000.0,0.0,140000.0,256288.97991321984,300000.0,False,False
90,2,0,1,NORMAL,0.008005936793944323,0.007782204246676876,0.0007714511492475823,10.377762482760879,8003091534.161256,1996908465.8387442,6183437.430298,2669220.989757,4044.612959,8820000.0,0.0,3780000.0,3780000.0,0.0,280000.0,5493.471315296591,140000.0,256288.97991402092,300000.0,False,False
91,2,0,1,NORMAL,0.007533959669450439,0.007766188467500977,0.0007780547749100047,9.683071054119385,7994900588.913005,2005099411.0869951,6226843.582196,2688249.520954,4134.174141,8881710.251155,0.0,3806447.250507,3806447.250493,0.0,176315.00331,5548.068998728782,88157.50166199998,256288.9799145837,300000.0,False,False
